"Sentence","Label"
"Quali sono le mie misurazioni della frequenza cardiaca dell’ultimo mese?","Richiesta"
"la mia pressione sanguigna è 130/80 e il mio battito cardiaco è 70.","inserimentoDatiTotali"
"Mi piacerebbe esaminare i dati più recenti sulla pressione che ho registrato.","Richiesta"
"quali sono i trattamenti disponibili per l’artrite?","Generale"
"Potresti mostrarmi la mia ultima misurazione della frequenza cardiaca?","Richiesta"
"Potrei controllare le ultime misurazioni della pressione che ho registrato?","Richiesta"
"Voglio annotare le mie recenti letture della pressione sanguigna.","Generale"
"Mi sento un po’ ansioso perché la mia pressione sanguigna è salita all’improvviso.","Umore"
"Vorrei vedere tutte le informazioni che ho dato in passato.","Richiesta"
"Media pressione ultimi 30 giorni","Richiesta"
"posso inserire i dati della mia pressione sanguigna di stasera?","Generale"
"Qual è la mia media di frequenza cardiaca della scorsa settimana?","Richiesta"
"Qual è la media delle mie misurazioni degli ultimi 7 giorni?","Richiesta"
"Media frequenza ultimi 7 giorni","Richiesta"
"come una dieta sana può aiutare a gestire l’ipertensione?","Generale"
"Ricordami l'ultima misurazione","Richiesta"
"mi sento molto tranquillo riguardo alla mia pressione alta.","Umore"
"La mia pressione sanguigna è di 125/75 mmHg, secondo l’ultima misurazione.","inserimentoDatiPressione"
"la mia pressione sanguigna è 125/80 e la mia frequenza cardiaca è 68.","inserimentoDatiTotali"
"Media pressione ieri","Richiesta"
"Ho notato che la mia frequenza cardiaca è molto bassa, è normale?","Umore"
"Vorrei rivedere le letture che ho inserito nelle 4 settimane precedenti.","Richiesta"
"Vorrei rivedere i dati più recenti che ho inserito.","Richiesta"
"come il peso può influenzare il mio diabete?","Generale"
"Ho un forte mal di testa, cosa posso fare?","Generale"
"Vorrei dare un’occhiata alle ultime letture che ho inserito.","Richiesta"
"Ho notato che la mia pressione sanguigna scende quando sono felice.","inserimentoDatiGenerali"
"120 80 75","inserimentoDatiTotali"
"sono molto nervoso per la mia pressione alta.","Umore"
"quali cambiamenti nello stile di vita posso fare per gestire l’ipertensione?","Generale"
"Sono contento di dirti che la mia pressione sanguigna è rimasta entro i limiti normali per tutto il mese.","Umore"
"come il peso può influenzare l’ipertensione?","Generale"
"Potrei vedere tutte le misurazioni della pressione che ho registrato?","Richiesta"
"ho iniziato una nuova dieta povera di zuccheri.","inserimentoDatiGenerali"
"pressione 120 80 frequenza 75","inserimentoDatiTotali"
"La mia ultima misurazione mostra una pressione sanguigna e frequenza cardiaca di 135/85 mmHg e 70 bpm.","inserimentoDatiTotali"
"Quali sono i sintomi dell’ipertensione?","Generale"
"ho appena misurato la mia pressione, è 130/85.","inserimentoDatiPressione"
"Posso inserire i dati della mia pressione sanguigna di stasera?","Generale"
"Qual è la tua città preferita in Italia?","Generale"
"Una volta a settimana mangio la pizza","Generale"
"grazie delle informazioni","Generale"
"Potresti aggiungere le mie recenti letture della pressione arteriosa al mio profilo?","Generale"
"Hai mai provato a fare surf?","Generale"
"Dammi i miei dati personali","Richiesta"
"Posso avere la media delle mie misurazioni di ieri?","Richiesta"
"Qual è la mia media di pressione sanguigna delle ultime due settimane?","Richiesta"
"Qual è il tuo periodo storico preferito?","Generale"
"Ho appena misurato la mia pressione, è 130/85.","inserimentoDatiPressione"
"Mi piacerebbe esaminare i dati sulla pressione che ho registrato nell’ultimo mese.","Richiesta"
"la mia pressione sanguigna è 130/85 e il mio battito cardiaco è 70.","inserimentoDatiTotali"
"Buonanotte, è bello fare affidamento su di te","Generale"
"mi sento molto rilassato riguardo alla mia pressione alta.","Umore"
"ho notato che la mia pressione sanguigna scende quando sono felice.","inserimentoDatiGenerali"
"Buongiorno, mi annoio","Generale"
"Faccio esercizio fisico regolarmente, almeno 30 minuti al giorno.","inserimentoDatiGenerali"
"Mi piacerebbe aggiornare il mio registro sanitario con le mie ultime letture della pressione arteriosa.","Generale"
"Potresti mostrarmi le mie misurazioni della frequenza cardiaca dell’ultima settimana in un grafico?","Richiesta"
"come si misura la pressione?","Generale"
"come viene diagnosticato il cancro al seno?","Generale"
"Buonanotte, assistente! Grazie per avermi aiutato a capire meglio la mia ipertensione.","Generale"
"Mi piacerebbe esaminare tutti i dati sulla frequenza  che ho registrato.","Richiesta"
"Vorrei rivedere le letture che ho inserito nell’ultima settimana.","Richiesta"
"posso aggiungere i dati della mia pressione sanguigna di questa settimana?","Generale"
"Vorrei registrare i miei ultimi dati sulla pressione sanguigna.","Generale"
"Media dei miei dati","Richiesta"
"ho appena controllato, la mia frequenza cardiaca è 75 battiti al minuto.","inserimentoDatiFrequenza"
"Ho iniziato a fare yoga per aiutare a gestire lo stress.","inserimentoDatiGenerali"
"Vorrei vedere le misurazioni più recenti che ho registrato.","Richiesta"
"Hai mai provato a fare paracadutismo?","Generale"
"come il fumo può influenzare le mie malattie cardiache?","Generale"
"Qual è la media delle mie misurazioni degli ultimi sei mesi?","Richiesta"
"La mia pressione sanguigna è 130/80 e il mio battito cardiaco è 70.","inserimentoDatiTotali"
"Vorrei vedere tutte le informazioni che ho condiviso finora.","Richiesta"
"Potrei vedere tutte le misurazioni della frequenza cardiaca che ho registrato?","Richiesta"
"Vorrei vedere le letture della pressione che ho registrato nell’ultimo mese.","Richiesta"
"Vorrei dare un’occhiata a tutte le letture della frequenza cardiaca che ho inserito.","Richiesta"
"Posso vedere tutte le informazioni che ho inserito?","Richiesta"
"Mi spieghi perché quando salgo le scale ho un forte affanno?","Generale"
"vorrei registrare la frequenza, è 80","inserimentoDatiFrequenza"
"hai mai provato a fare immersioni?","Generale"
"la mia pressione sanguigna è 130/80 e il mio battito cardiaco è 72.","inserimentoDatiTotali"
"voglio inserire i dati sulla frequenza","Generale"
"hai mai provato a fare yoga?","Generale"
"voglio inserirti i dati relativi alla mia pressione.","Generale"
"Ho appena fatto un controllo, la mia pressione è 135/85.","inserimentoDatiPressione"
"Non ho paura della mia ipertensione.","Umore"
"Sono molto stressato a causa della mia ipertensione.","Umore"
"Quali sono i sintomi della depressione?","Generale"
"il mio battito cardiaco è 72 battiti al minuto.","inserimentoDatiFrequenza"
"sono molto ansioso per la mia ipertensione.","Umore"
"Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi sei mesi?","Richiesta"
"ho smesso di bere alcol da due settimane.","inserimentoDatiGenerali"
"posso registrare i dati della mia frequenza cardiaca di questa mattina?","Generale"
"Posso inserire i dati della mia pressione sanguigna di ieri?","Generale"
"Media pressione ultimi dodici mesi","Richiesta"
"Posso avere un elenco di tutte le informazioni che ho inserito?","Richiesta"
"la mia frequenza cardiaca attuale è 68 battiti al minuto.","inserimentoDatiFrequenza"
"sono molto stressato per i miei livelli di pressione sanguigna.","Umore"
"Qual è la media delle mie misurazioni degli ultimi tre anni?","Richiesta"
"Mi piacerebbe controllare tutte le misurazioni che ho registrato.","Richiesta"
"Ho iniziato a fare esercizio fisico regolarmente.","inserimentoDatiGenerali"
"A presto, assistente! Spero che tu possa continuare ad aiutarmi a gestire la mia ipertensione.","Generale"
"ho avuto un episodio di nausea questa mattina.","inserimentoDatiGenerali"
"come la menopausa può influenzare l’ipertensione?","Generale"
"sono molto calmo riguardo alla mia pressione alta.","Umore"
"Ho smesso di bere tè nero da due settimane.","inserimentoDatiGenerali"
"posso inserire i dati della mia pressione sanguigna del mese scorso?","Generale"
"il mio battito cardiaco è 80 battiti al minuto.","inserimentoDatiFrequenza"
"buongiorno, assistente! spero che tu sia pronto ad aiutarmi a gestire la mia ipertensione oggi.","Generale"
"Qual è la mia media di frequenza cardiaca degli ultimi 7 giorni?","Richiesta"
"Dammi le statistiche dell'ultimo mese in un grafico","Richiesta"
"Quali sono i trattamenti disponibili per l’artrite?","Generale"
"Dammi il grafico con andamento di pressione arteriosa nell'ultimo mese","Richiesta"
"Mi piacerebbe controllare le ultime letture della pressione che ho registrato.","Richiesta"
"Qual è la mia media di frequenza cardiaca di ieri?","Richiesta"
"ciao, assistente! spero che tu possa darmi qualche suggerimento su come gestire la mia ipertensione.","Generale"
"come l’ipertensione può influenzare la mia vita quotidiana?","Generale"
"Sono rilassato e la mia pressione sanguigna è rimasta costante per tutta la settimana.","Umore"
"Potresti mostrarmi le mie misurazioni della frequenza cardiaca dell’ultima settimana?","Richiesta"
"Desidero visualizzare tutte le mie letture registrate.","Richiesta"
"La mia pressione sanguigna è 130/80 e il mio battito cardiaco è 72.","inserimentoDatiTotali"
"la mia pressione sanguigna è 130/85.","inserimentoDatiPressione"
"quali sono le opzioni di trattamento farmacologico per l’ansia?","Generale"
"ho mal di testa posso misurare la pressione?","Generale"
"mi puoi dire a cosa serve tenere sotto controllo la pressione?","Generale"
"Quali sono i dati delle ultime quattro settimane?","Richiesta"
"come l’esercizio fisico può aiutare a gestire l’ipertensione?","Generale"
"Vorrei vedere le letture più recenti della pressione che ho registrato.","Richiesta"
"Desidero consultare tutte le mie letture della frequenza cardiaca.","Richiesta"
"ciao, assistente! sono pronto per un altro giorno di gestione della mia ipertensione.","Generale"
"mi dici a cosa serve misurare la frequenza?","Generale"
"140","inserimentoDatiFrequenza"
"Qual è la mia media di frequenza cardiaca degli ultimi 365 giorni?","Richiesta"
"ho paura che la mia pressione alta possa causare un ictus.","Umore"
"Media frequenza ultime due settimane","Richiesta"
"la mia pressione oggi è 120/80 e la mia frequenza cardiaca è 72.","inserimentoDatiTotali"
"Media frequenza oggi","Richiesta"
"Dammi pressione","Richiesta"
"Potrei vedere le ultime misurazioni della frequenza che ho registrato nell’ultimo mese?","Richiesta"
"Come viene diagnosticato il cancro al seno?","Generale"
"fumo da circa 15 anni","inserimentoDatiGenerali"
"Vorrei vedere le letture della pressione che ho registrato nell’ultima settimana.","Richiesta"
"La mia pressione sanguigna e frequenza cardiaca attuali sono di 140/85 mmHg e 74 bpm.","inserimentoDatiTotali"
"Sono pieno di energie","Umore"
"Mi piacerebbe esaminare i dati più recenti che ho registrato.","Richiesta"
"Voglio un riassunto di tutte le mie statistiche?","Richiesta"
"Quali cambiamenti nello stile di vita posso fare per gestire il mio colesterolo alto?","Generale"
"Il mio battito cardiaco è 72 battiti al minuto.","inserimentoDatiFrequenza"
"come la gravidanza può influenzare l’ipertensione?","Generale"
"Posso vedere un riassunto di tutte le informazioni che ho fornito in passato?","Richiesta"
"Mi spieghi perché quando sono in ansia non riesco a respirare bene?","Generale"
"posso registrare i dati della mia frequenza cardiaca di quest’anno?","Generale"
"La mia pressione sanguigna è 140/90 e il mio battito cardiaco è 75.","inserimentoDatiTotali"
"Qual è la media delle mie misurazioni dell’anno scorso?","Richiesta"
"Posso avere un elenco di tutte le informazioni che ho inserito in passato?","Richiesta"
"Dammi le misurazioni della settimana in un grafico","Richiesta"
"Mi piacerebbe controllare le ultime letture della pressione che ho registrato nell’ultima settimana.","Richiesta"
"Misurando ho ottenuto una pressione sanguigna di X/Y e la frequenza cardiaca di 72.","inserimentoDatiTotali"
"Voglio le mie informazioni personali","Richiesta"
"Media frequenza ultimi sei mesi","Richiesta"
"non ho nervosismo per la mia pressione alta.","Umore"
"hai mai provato a fare surf?","Generale"
"Ho notato che la mia pressione sanguigna scende quando dormo bene.","inserimentoDatiGenerali"
"ho appena controllato, la mia pressione è 140/85.","inserimentoDatiPressione"
"Dammi i dati della frequenza cardiaca nell’ultima settimana","Richiesta"
"La mia frequenza cardiaca oggi è ...bpm.","inserimentoDatiFrequenza"
"Desidero consultare le mie letture più recenti della pressione.","Richiesta"
"Mi piacerebbe esaminare tutte le letture che ho registrato.","Richiesta"
"Potrei vedere le ultime misurazioni che ho registrato?","Richiesta"
"che tipo di musica ti piace ascoltare?","Generale"
"Vorrei dare un’occhiata alle misurazioni che ho fatto nell’ultimo mese.","Richiesta"
"potresti farmi visualizzare le registrazioni datte sulla pressione e sulla frequenza cardiaca","Richiesta"
"vorrei aggiungere i dettagli del mio consumo di caffeina.","Generale"
"Media frequenza ultimi nove mesi","Richiesta"
"la mia frequenza cardiaca oggi è 72 battiti al minuto.","inserimentoDatiFrequenza"
"Sono un fumatore","inserimentoDatiGenerali"
"mostrarmi le misurazioni della frequenza cardiaca degli ultimi sette giorni","Richiesta"
"Qual è la mia media di frequenza cardiaca degli ultimi dodici mesi?","Richiesta"
"Ho notato che la mia pressione sanguigna aumenta quando sono stressato.","inserimentoDatiGenerali"
"Posso avere un elenco di tutte le informazioni che ho fornito finora?","Richiesta"
"Dammi dati sulla frequenza","Richiesta"
"Ho avuto dolori muscolari.","Generale"
"come l’asma può influenzare la mia vita quotidiana?","Generale"
"ho appena fatto un controllo, il mio polso è 70.","inserimentoDatiFrequenza"
"Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi 30 giorni?","Richiesta"
"Qual è la mia media di pressione sanguigna degli ultimi nove mesi?","Richiesta"
"posso inserire i dati della mia pressione sanguigna di questo mese?","Generale"
"Potresti mostrarmi tutti i miei dati?","Richiesta"
"Fammi il resoconto dell'ultima settimana","Richiesta"
"come posso prevenire le malattie cardiache?","Generale"
"Buon pomeriggio, assistente! Spero che tu possa aiutarmi a monitorare la mia ipertensione.","Generale"
"Mi sento molto sereno riguardo alla mia ipertensione.","Umore"
"puoi fornirmi i dati sulla pressione e sulla frequenza?","Richiesta"
"Media frequenza mese scorso","Richiesta"
"sono molto ansioso per i miei livelli di pressione sanguigna.","Umore"
"Ho appena fatto un controllo, la mia pressione è 135/85 e il mio polso è 70.","inserimentoDatiTotali"
"la mia pressione sanguigna è 130/80.","inserimentoDatiPressione"
"Quali sono le possibili conseguenze associate all'ipertensione?","Generale"
"Posso registrare i dati della mia frequenza cardiaca di quest’anno?","Generale"
"Posso avere un elenco di tutte le informazioni che ho inserito recentemente?","Richiesta"
"Potrei vedere tutte le misurazioni che ho fatto?","Richiesta"
"La mia pressione sanguigna è X/Y e la mia frequenza cardiaca è 68.","inserimentoDatiTotali"
"Media pressione ultimi sei mesi","Richiesta"
"Qual è il tuo poeta preferito?","Generale"
"Come si prepara?","Generale"
"Posso vedere la media delle mie misurazioni degli ultimi due anni?","Richiesta"
"come il colesterolo può influenzare l’ipertensione?","Generale"
"Ho smesso di bere alcol da due settimane.","inserimentoDatiGenerali"
"come l’età può influenzare l’ipertensione?","Generale"
"Ho avuto un episodio di tachicardia la scorsa notte.","inserimentoDatiGenerali"
"Posso registrare la mia frequenza cardiaca di oggi?","Generale"
"Faccio attività fisica regolare","inserimentoDatiGenerali"
"hai mai provato a dipingere?","Generale"
"ciao, assistente! sono pronto per un altro giorno di monitoraggio della mia ipertensione.","Generale"
"Mi piacerebbe controllare l’ultima lettura del battito cardiaco che ho registrato.","Richiesta"
"Dammi le mie misurazioni della pressione sanguigna dell’ultimo mese in un grafico","Richiesta"
"Dammi frequenza","Richiesta"
"Potresti mostrarmi le mie ultime misurazioni della pressione?","Richiesta"
"Buongiorno, tutto bene?","Generale"
"Hai mai provato a fare sci di fondo?","Generale"
"Desidero aggiornare il mio registro con le nuove misurazioni della pressione sanguigna.","Generale"
"La mia frequenza è 80","inserimentoDatiFrequenza"
"ho iniziato a fare passeggiate regolari per aiutare a gestire la mia ipertensione.","inserimentoDatiGenerali"
"la mia alimentazione non è mai stata curata.","inserimentoDatiGenerali"
"Mi sento molto debole, cosa mi consigli?","Umore"
"Media frequenza quest’anno","Richiesta"
"Posso registrare i dati della mia frequenza cardiaca di questo mese?","Generale"
"Sono molto preoccupato per i miei livelli di pressione sanguigna.","Umore"
"Ho registrato un valore di pressione sanguigna e frequenza cardiaca di 140/90 mmHg e 75 bpm oggi.","inserimentoDatiTotali"
"Mi ricordi l'ultima misurazione fatta sulla frequenza","Richiesta"
"Forniscimi le misurazioni sulla frequenza cardiaca nell’ultimo mese","Richiesta"
"posso inserire le mie ultime misurazioni?","Generale"
"ecco le mie misurazioni. Pressione 110/80","inserimentoDatiPressione"
"La mia pressione è 120/70","inserimentoDatiPressione"
"Potresti mostrarmi i miei dati più recenti?","Richiesta"
"Ho fatto un incidente da giovane.","inserimentoDatiGenerali"
"La mia ultima lettura della pressione sanguigna era di 130/85 mmHg.","inserimentoDatiPressione"
"Posso vedere la media delle mie misurazioni del mese scorso?","Richiesta"
"La mia pressione sanguigna attuale è 125/80 e la mia frequenza cardiaca è 68.","inserimentoDatiTotali"
"La mia ultima misurazione mostra una frequenza cardiaca di 70 bpm.","inserimentoDatiFrequenza"
"Cosa causa l’ipertensione?","Generale"
"mi puoi dare i dati su pressione e frequenza dell'ultimo mese","Richiesta"
"ho avuto un episodio di vertigini questa mattina.","inserimentoDatiGenerali"
"Arrivederci, assistente! Grazie per avermi aiutato a gestire la mia ipertensione oggi.","Generale"
"Non ricordo le statistiche degli ultimi sette giorni","Richiesta"
"quali sono i sintomi della depressione?","Generale"
"come la gravidanza può influenzare la mia tiroide?","Generale"
"Ho fatto le analisi del sangue e ho il valore X fuori range","Generale"
"Dammi le info personali registrate","Richiesta"
"Dammi le medie","Richiesta"
"Mi sento strano ultimamente","Umore"
"Dammi i dati","Richiesta"
"Dammi le medie dell'ultimo mese","Richiesta"
"Dammi i valori medi dell'ultimo mese","Richiesta"
"vorrei darti i miei valori di pressione","Generale"
"I miei valori di pressione sono 134 67","inserimentoDatiPressione"
"inserisci pressione 123 67","inserimentoDatiPressione"
"la mia pressione oggi è 134 76","inserimentoDatiPressione"
"ti do la mia pressione di oggi","Generale"
"Fumo molto durante la giornata","inserimentoDatiGenerali"
"Dammi le informazioni personali","Richiesta"
"134 56 78","inserimentoDatiTotali"
"ok la pressione è 134 76","inserimentoDatiPressione"
"Dammi la media","Richiesta"
"Pressione 120 70 frequenza 80","inserimentoDatiTotali"
"Pressione 130 100","inserimentoDatiPressione"
"Dammi lista dati","Richiesta"
"Pressione 120 70 frequenza 80","inserimentoDatiTotali"
"Dammi i dati","Richiesta"
"Pressione 130 90","inserimentoDatiPressione"
"Dammi il grafico sulla pressione","Richiesta"
"Dammi il grafico sulla frequenza","Richiesta"
"Dammi il grafico sui miei dati","Richiesta"
"Vorrei registrare i miei dati","Generale"
"Puoi darmi una ricetta?","Generale"
"Come posso misurare la pressione?","Generale"
"Pressione 120 70","inserimentoDatiPressione"
"Frequenza 100","inserimentoDatiFrequenza"
"Pressione 100 60 frequenza 70","inserimentoDatiTotali"
"Dammi il grafico su pressione e frequenza","Richiesta"
"Pressione 140 100 frequenza 110","inserimentoDatiTotali"
"Inventa una storia","Generale"
"Non mi sento bene","Umore"
"Vado sempre a correre","inserimentoDatiGenerali"
"Uso sostanze","inserimentoDatiGenerali"
"Sudo molto la notte","inserimentoDatiGenerali"
"Fumo molto","inserimentoDatiGenerali"
"Ho 4 figli","inserimentoDatiGenerali"
"Dammi I dati personali","Richiesta"
